UMAP1,UMAP2,id,top_nt,nerve,region,super_class,side,hemilineage,cell_function,cell_function_detailed,body_part_effector,composite_cell_type,cell_class,cell_sub_class,cell_type,label,nerve_side,unordered_cluster,cluster,colours,hover
3.5709325538004615,3.8826169064164886,720575941399414563,gaba,right_prothoracic_accessory_nerve,ventral_nerve_cord,motor,right,NA,leg_motor,flex_coxa_trochanter_joint,front leg,trochanter_flexor_ProAN,leg_motor_neuron,front_leg_motor_neuron,trochanter_flexor_ProAN,front leg,right,6,EFF_13,#CF603E,composite_cell_type: trochanter_flexor_ProAN cell_function: leg_motor <br>root_id: 720575941399414563
-4.941738201585891,-1.9900842616438141,720575941400501795,gaba,NA,ventral_nerve_cord,visceral_circulatory,right,NA,NA,NA,front leg,NA,ventral_nerve_cord_neurosecretory_cell,front_leg_neurosecretory_cell,NA,front leg,right,11,EFF_04,#F35438,composite_cell_type: NA cell_function: NA <br>root_id: 720575941400501795
2.3072094188059546,-2.258581967103409,720575941400967459,peptide,NA,ventral_nerve_cord,visceral_circulatory,left,TBD,NA,NA,wing,EAXXX079,ventral_nerve_cord_neurosecretory_cell,wing_neurosecretory_cell,EAXXX079,wing,left,3,EFF_08,#9FB555,composite_cell_type: EAXXX079 cell_function: NA <br>root_id: 720575941400967459
7.285973714383958,3.4987695505738983,720575941402088304,gaba,left_prothoracic_accessory_nerve,ventral_nerve_cord,motor,left,NA,leg_motor,move_coxa_posterior,front leg,sternal_posterior_rotator,leg_motor_neuron,front_leg_motor_neuron,sternal_posterior_rotator,front leg,left,7,EFF_11,#55B151,composite_cell_type: sternal_posterior_rotator cell_function: leg_motor <br>root_id: 720575941402088304
-7.7366417183553,-2.345284790742325,720575941402302320,serotonin,NA,central_brain,visceral_circulatory,left,DILP__prim,"diuresis,food_intake,energy_metabolism,post_mating_responses",Dh44,digestive tract,m_NSC_DH44,pars_intercerebralis_neurosecretory_cell,digestive_tract_neurosecretory_cell,m_NSC_DH44,digestive tract,left,9,EFF_06,#EF9334,"composite_cell_type: m_NSC_DH44 cell_function: diuresis,food_intake,energy_metabolism,post_mating_responses <br>root_id: 720575941402302320"
3.5066062674845435,2.7975875427842865,720575941402749552,glutamate,AN,central_brain,motor,left,putative_primary,antenna_motor,NA,antenna,CB0873,antenna_motor_neuron,antenna_motor_neuron,CB0873,antenna,left,6,EFF_13,#CF603E,composite_cell_type: CB0873 cell_function: antenna_motor <br>root_id: 720575941402749552
-7.452501131502273,2.03247970248468,720575941402863216,acetylcholine,right_maxillary-labial_nerve,central_brain,motor,right,putative_primary,proboscis_motor,NA,proboscis,CB0845,proboscis_motor_neuron,proboscis_motor_neuron,CB0845,proboscis,right,12,EFF_05,#3D9D98,composite_cell_type: CB0845 cell_function: proboscis_motor <br>root_id: 720575941402863216
-4.082856728044631,-4.311404556977676,720575941403875952,acetylcholine,NA,ventral_nerve_cord,motor,left,TBD,NA,NA,abdomen,MNad53,abdomen_motor_neuron,abdomen_motor_neuron,MNad53,abdomen,left,10,EFF_02,#FAC240,composite_cell_type: MNad53 cell_function: NA <br>root_id: 720575941403875952
1.0673424468363502,5.8401023438096775,720575941404729712,acetylcholine,right_mesothoracic_leg_nerve,ventral_nerve_cord,motor,right,NA,leg_motor,flex_coxa_trochanter_joint,middle leg,trochanter_flexor_MesoAN_T2,leg_motor_neuron,middle_leg_motor_neuron,trochanter_flexor_MesoAN,middle leg,right,2,EFF_12,#695B52,composite_cell_type: trochanter_flexor_MesoAN_T2 cell_function: leg_motor <br>root_id: 720575941404729712
0.07531623700511236,-1.905998558747696,720575941405886511,acetylcholine,NA,ventral_nerve_cord,motor,right,TBD,NA,NA,abdomen,MNad43_A1,abdomen_motor_neuron,abdomen_motor_neuron,MNad43,abdomen,right,14,EFF_09,#41A4D5,composite_cell_type: MNad43_A1 cell_function: NA <br>root_id: 720575941405886511
-7.745518995729568,-2.377131314027237,720575941405981487,octopamine,NA,central_brain,visceral_circulatory,left,DILP__prim,"diuresis,food_intake,energy_metabolism,post_mating_responses",Dh44,digestive tract,m_NSC_DH44,pars_intercerebralis_neurosecretory_cell,digestive_tract_neurosecretory_cell,m_NSC_DH44,digestive tract,left,9,EFF_06,#EF9334,"composite_cell_type: m_NSC_DH44 cell_function: diuresis,food_intake,energy_metabolism,post_mating_responses <br>root_id: 720575941405981487"
-6.7095168366109155,-2.968829483735489,720575941406487726,glutamate,NA,ventral_nerve_cord,motor,left,TBD,NA,NA,abdomen,MNad54,abdomen_motor_neuron,abdomen_motor_neuron,MNad54,abdomen,left,5,EFF_03,#9C9286,composite_cell_type: MNad54 cell_function: NA <br>root_id: 720575941406487726
7.556043790372727,2.7803414156556854,720575941406488494,gaba,left_prothoracic_leg_nerve,ventral_nerve_cord,motor,left,NA,leg_motor,flex_femur_tibia_joint,front leg,accessory_tibia_flexor_A_T1,leg_motor_neuron,front_leg_motor_neuron,accessory_tibia_flexor_A,front leg,left,7,EFF_11,#55B151,composite_cell_type: accessory_tibia_flexor_A_T1 cell_function: leg_motor <br>root_id: 720575941406488494
-6.909242941347244,-3.0683577964185944,720575941407469359,glutamate,right_dorsal_metathoracic_nerve,ventral_nerve_cord,motor,right,TBD,haltere_motor,NA,haltere,MNxm03,haltere_motor_neuron,haltere_motor_neuron,MNxm03,haltere,right,5,EFF_03,#9C9286,composite_cell_type: MNxm03 cell_function: haltere_motor <br>root_id: 720575941407469359
7.664755033048508,3.033428817045761,720575941408338862,gaba,left_ventral_prothoracic_nerve,ventral_nerve_cord,motor,left,NA,leg_motor,extend_coxa_trochanter_joint,front leg,tergotrochanter_extensor_T1,leg_motor_neuron,front_leg_motor_neuron,tergotrochanter_extensor,front leg,left,7,EFF_11,#55B151,composite_cell_type: tergotrochanter_extensor_T1 cell_function: leg_motor <br>root_id: 720575941408338862
-1.888374639955642,-2.7492917487501374,720575941408576171,glutamate,NA,ventral_nerve_cord,motor,right,TBD,NA,NA,abdomen,MNad01_A1,abdomen_motor_neuron,abdomen_motor_neuron,MNad01,abdomen,right,4,EFF_01,#79B2E0,composite_cell_type: MNad01_A1 cell_function: NA <br>root_id: 720575941408576171
6.80641190865886,-0.9380272338270417,720575941409035691,unknown,left_metathoracic_leg_nerve,ventral_nerve_cord,motor,left,NA,leg_motor,flex_femur_tibia_joint,hind leg,accessory_tibia_flexor_A_T3,leg_motor_neuron,hind_leg_motor_neuron,accessory_tibia_flexor_A,hind leg,left,1,EFF_10,#7E378C,composite_cell_type: accessory_tibia_flexor_A_T3 cell_function: leg_motor <br>root_id: 720575941409035691
6.983184026273606,0.3860775520921478,720575941409042603,unknown,NA,ventral_nerve_cord,motor,left,NA,leg_motor,extend_tibia_tarsus_joint,middle leg,tarsus_depressor_dipalpha_ventralU,leg_motor_neuron,middle_leg_motor_neuron,tarsus_depressor_dipalpha_ventralU,middle leg,left,1,EFF_10,#7E378C,composite_cell_type: tarsus_depressor_dipalpha_ventralU cell_function: leg_motor <br>root_id: 720575941409042603
-4.275393558946731,-4.4646862456678615,720575941409044907,unknown,NA,ventral_nerve_cord,motor,left,NA,NA,NA,abdomen,NA,abdomen_motor_neuron,abdomen_motor_neuron,NA,abdomen,left,10,EFF_02,#FAC240,composite_cell_type: NA cell_function: NA <br>root_id: 720575941409044907
-4.345915152040603,-4.420405716645645,720575941409048235,unknown,NA,ventral_nerve_cord,motor,right,NA,NA,NA,abdomen,NA,abdomen_motor_neuron,abdomen_motor_neuron,NA,abdomen,right,10,EFF_02,#FAC240,composite_cell_type: NA cell_function: NA <br>root_id: 720575941409048235
-4.216415001360061,-3.962907166230606,720575941409050795,unknown,NA,ventral_nerve_cord,motor,left,NA,NA,NA,abdomen,NA,abdomen_motor_neuron,abdomen_motor_neuron,NA,abdomen,left,10,EFF_02,#FAC240,composite_cell_type: NA cell_function: NA <br>root_id: 720575941409050795
0.834802793058274,4.999462275755478,720575941410034859,acetylcholine,right_metathoracic_leg_nerve,ventral_nerve_cord,motor,right,NA,leg_motor,flex_femur_tibia_joint,hind leg,accessory_tibia_flexor_A_T3,leg_motor_neuron,hind_leg_motor_neuron,accessory_tibia_flexor_A,hind leg,right,2,EFF_12,#695B52,composite_cell_type: accessory_tibia_flexor_A_T3 cell_function: leg_motor <br>root_id: 720575941410034859
-7.46146090170491,2.017789049995018,720575941410682479,gaba,left_pharyngeal_nerve_or_accessory_pharyngeal_nerve,central_brain,motor,left,putative_primary,proboscis_motor,NA,proboscis,CB0701,proboscis_motor_neuron,proboscis_motor_neuron,CB0701,proboscis,left,12,EFF_05,#3D9D98,composite_cell_type: CB0701 cell_function: proboscis_motor <br>root_id: 720575941410682479
-4.332747532335403,-4.412338585603164,720575941411332719,gaba,NA,ventral_nerve_cord,motor,right,NA,NA,NA,abdomen,NA,abdomen_motor_neuron,abdomen_motor_neuron,NA,abdomen,right,10,EFF_02,#FAC240,composite_cell_type: NA cell_function: NA <br>root_id: 720575941411332719
-5.107810331789138,-2.000581831681656,720575941411519855,octopamine,NA,ventral_nerve_cord,visceral_circulatory,right,00B,NA,NA,wing,EN00B001,ventral_nerve_cord_neurosecretory_cell,wing_neurosecretory_cell,EN00B001,wing,right,11,EFF_04,#F35438,composite_cell_type: EN00B001 cell_function: NA <br>root_id: 720575941411519855
-2.0233023299847863,-2.8815625617384186,720575941411588719,unknown,NA,ventral_nerve_cord,motor,left,TBD,NA,NA,abdomen,MNad16_A3,abdomen_motor_neuron,abdomen_motor_neuron,MNad16,abdomen,left,4,EFF_01,#79B2E0,composite_cell_type: MNad16_A3 cell_function: NA <br>root_id: 720575941411588719
3.509393857511399,3.8577100327134857,720575941411709073,acetylcholine,right_prothoracic_leg_nerve,ventral_nerve_cord,motor,right,NA,leg_motor,extend_coxa_trochanter_joint,front leg,trochanter_extensor_LinJ,leg_motor_neuron,front_leg_motor_neuron,trochanter_extensor_LinJ,front leg,right,6,EFF_13,#CF603E,composite_cell_type: trochanter_extensor_LinJ cell_function: leg_motor <br>root_id: 720575941411709073
7.575488256009934,2.632253020060135,720575941411838612,unknown,left_prothoracic_leg_nerve,ventral_nerve_cord,motor,left,NA,leg_motor,pull_long_tendon,front leg,long_tendon_muscle_B_T1,leg_motor_neuron,front_leg_motor_neuron,long_tendon_muscle_B,front leg,left,7,EFF_11,#55B151,composite_cell_type: long_tendon_muscle_B_T1 cell_function: leg_motor <br>root_id: 720575941411838612
-6.238169027773025,-4.219962925660537,720575941411866027,octopamine,NA,ventral_nerve_cord,motor,left,NA,NA,NA,abdomen,NA,abdomen_motor_neuron,abdomen_motor_neuron,NA,abdomen,left,5,EFF_03,#9C9286,composite_cell_type: NA cell_function: NA <br>root_id: 720575941411866027
-6.557835890260818,-3.1819284865736237,720575941411902100,peptide,NA,ventral_nerve_cord,visceral_circulatory,right,TBD,"diuresis,stress_tolerance,pain_threshold","Dh44,Lk",abdomen,MNad13_A1,ventral_nerve_cord_neurosecretory_cell,abdomen_neurosecretory_cell,MNad13,abdomen,right,5,EFF_03,#9C9286,"composite_cell_type: MNad13_A1 cell_function: diuresis,stress_tolerance,pain_threshold <br>root_id: 720575941411902100"
-7.803693129030349,-0.6746333548902741,720575941412001940,acetylcholine,left_pharyngeal_nerve_or_accessory_pharyngeal_nerve,central_brain,motor,left,putative_primary,pharynx_motor,NA,pharynx,CB0910,pharynx_motor_neuron,pharynx_motor_neuron,CB0910,pharynx,left,13,EFF_07,#B56FCC,composite_cell_type: CB0910 cell_function: pharynx_motor <br>root_id: 720575941412001940
0.2624886498774268,-1.7707675406812897,720575941412439956,acetylcholine,NA,ventral_nerve_cord,motor,right,TBD,NA,NA,abdomen,MNad43,abdomen_motor_neuron,abdomen_motor_neuron,MNad43,abdomen,right,14,EFF_09,#41A4D5,composite_cell_type: MNad43 cell_function: NA <br>root_id: 720575941412439956
-6.809136225191238,-3.001272530305313,720575941413600401,glutamate,NA,ventral_nerve_cord,visceral_circulatory,right,TBD,NA,NA,abdomen,ENXXX128,ventral_nerve_cord_neurosecretory_cell,abdomen_neurosecretory_cell,ENXXX128,abdomen,right,5,EFF_03,#9C9286,composite_cell_type: ENXXX128 cell_function: NA <br>root_id: 720575941413600401
6.521794961484788,-0.7539857337354889,720575941414478484,acetylcholine,left_metathoracic_leg_nerve,ventral_nerve_cord,motor,left,NA,leg_motor,unknown_leg_movement,hind leg,femur_reductor_dorsomedial_ribbon,leg_motor_neuron,hind_leg_motor_neuron,femur_reductor_dorsomedial_ribbon,hind leg,left,1,EFF_10,#7E378C,composite_cell_type: femur_reductor_dorsomedial_ribbon cell_function: leg_motor <br>root_id: 720575941414478484
7.213183568509934,-0.529165119874405,720575941415020572,gaba,left_metathoracic_leg_nerve,ventral_nerve_cord,motor,left,NA,leg_motor,pull_long_tendon,hind leg,long_tendon_muscle_ltm_B_T3,leg_motor_neuron,hind_leg_motor_neuron,long_tendon_muscle_ltm_B,hind leg,left,1,EFF_10,#7E378C,composite_cell_type: long_tendon_muscle_ltm_B_T3 cell_function: leg_motor <br>root_id: 720575941415020572
0.6803424821222999,5.922992377531601,720575941415175196,unknown,right_mesothoracic_leg_nerve,ventral_nerve_cord,motor,right,NA,leg_motor,unknown_leg_movement,middle leg,femur_reductor_tiny_T2,leg_motor_neuron,middle_leg_motor_neuron,femur_reductor_tiny,middle leg,right,2,EFF_12,#695B52,composite_cell_type: femur_reductor_tiny_T2 cell_function: leg_motor <br>root_id: 720575941415175196
-4.098339868990066,-4.2032960364698635,720575941415606556,octopamine,NA,ventral_nerve_cord,motor,left,NA,NA,NA,abdomen,NA,abdomen_motor_neuron,abdomen_motor_neuron,NA,abdomen,left,10,EFF_02,#FAC240,composite_cell_type: NA cell_function: NA <br>root_id: 720575941415606556
-7.181362940279128,-2.8588036010145417,720575941415815708,serotonin,NA,central_brain,visceral_circulatory,right,putative_primary,"cardiostimulation,energy_metabolism,stress_tolerance,hormone_regulation","Crz,sNPF",retrocerebral complex,l_NSC_CRZ,pars_lateralis_neurosecretory_cell,retrocerebral_complex_neurosecretory_cell,l_NSC_CRZ,retrocerebral complex,right,9,EFF_06,#EF9334,"composite_cell_type: l_NSC_CRZ cell_function: cardiostimulation,energy_metabolism,stress_tolerance,hormone_regulation <br>root_id: 720575941415815708"
1.3730451331461646,5.939366965544297,720575941425056084,unknown,right_mesothoracic_leg_nerve,ventral_nerve_cord,motor,right,NA,leg_motor,extend_tibia_tarsus_joint,middle leg,tarsus_depressor_B,leg_motor_neuron,middle_leg_motor_neuron,tarsus_depressor_B,middle leg,right,2,EFF_12,#695B52,composite_cell_type: tarsus_depressor_B cell_function: leg_motor <br>root_id: 720575941425056084
-5.56136210104573,-3.2961152503370514,720575941426854228,octopamine,NA,ventral_nerve_cord,visceral_circulatory,left,00B,NA,NA,abdomen,EN00B013,ventral_nerve_cord_neurosecretory_cell,abdomen_neurosecretory_cell,EN00B013,abdomen,left,5,EFF_03,#9C9286,composite_cell_type: EN00B013 cell_function: NA <br>root_id: 720575941426854228
1.117606805356858,4.987055449736191,720575941428327160,unknown,right_metathoracic_leg_nerve,ventral_nerve_cord,motor,right,NA,leg_motor,pull_long_tendon,hind leg,long_tendon_muscle_B_T3,leg_motor_neuron,hind_leg_motor_neuron,long_tendon_muscle_B,hind leg,right,2,EFF_12,#695B52,composite_cell_type: long_tendon_muscle_B_T3 cell_function: leg_motor <br>root_id: 720575941428327160
3.480314897092698,3.6484027197480926,720575941428654255,gaba,right_dorsal_prothoracic_nerve,ventral_nerve_cord,motor,right,NA,leg_motor,move_coxa_anterior,front leg,tergopleural_promotor_pleural_promotor_miller_28_30,leg_motor_neuron,front_leg_motor_neuron,tergopleural_promotor_pleural_promotor_miller_28_30,front leg,right,6,EFF_13,#CF603E,composite_cell_type: tergopleural_promotor_pleural_promotor_miller_28_30 cell_function: leg_motor <br>root_id: 720575941428654255
2.8603286013926246,1.110689013254715,720575941428762249,acetylcholine,right_cervical_nerve,central_brain,motor,right,putative_primary,neck_motor,neck_pitch,neck pitch,CvN4,neck_motor_neuron,neck_pitch_motor_neuron,CvN4,neck pitch,right,8,EFF_14,#E92F2F,composite_cell_type: CvN4 cell_function: neck_motor <br>root_id: 720575941428762249
-7.793929411378982,-0.5310443351148835,720575941428991224,acetylcholine,right_pharyngeal_nerve_or_accessory_pharyngeal_nerve,central_brain,motor,right,putative_primary,pharynx_motor,NA,pharynx,CB0756,pharynx_motor_neuron,pharynx_motor_neuron,CB0756,pharynx,right,13,EFF_07,#B56FCC,composite_cell_type: CB0756 cell_function: pharynx_motor <br>root_id: 720575941428991224
3.5329448447550513,4.312457709562851,720575941430029449,unknown,right_prothoracic_leg_nerve,ventral_nerve_cord,motor,right,NA,leg_motor,flex_femur_tibia_joint,front leg,accessory_tibia_flexor_B_T1,leg_motor_neuron,front_leg_motor_neuron,accessory_tibia_flexor_B,front leg,right,6,EFF_13,#CF603E,composite_cell_type: accessory_tibia_flexor_B_T1 cell_function: leg_motor <br>root_id: 720575941430029449
-7.617095781770828,1.8431381387532482,720575941430258647,gaba,left_maxillary-labial_nerve,central_brain,motor,left,putative_primary,proboscis_motor,NA,proboscis,CB0858,proboscis_motor_neuron,proboscis_motor_neuron,CB0858,proboscis,left,12,EFF_05,#3D9D98,composite_cell_type: CB0858 cell_function: proboscis_motor <br>root_id: 720575941430258647
-4.929601980653884,-2.015018791901993,720575941430391544,octopamine,left_ventral_cervical_nerve,central_brain,visceral_circulatory,right,MX0__prim,feeding_suppression,Hug,pharynx,CB2748,subesophageal_zone_neurosecretory_cell,subesophageal_zone_neurosecretory_cell,CB2748,pharynx,left,11,EFF_04,#F35438,composite_cell_type: CB2748 cell_function: feeding_suppression <br>root_id: 720575941430391544
-7.762127233949783,-0.5691283652662507,720575941430401199,acetylcholine,NA,central_brain,motor,right,NA,pharynx_motor,NA,pharynx,NA,pharynx_motor_neuron,pharynx_motor_neuron,NA,pharynx,right,13,EFF_07,#B56FCC,composite_cell_type: NA cell_function: pharynx_motor <br>root_id: 720575941430401199
-1.853635562864425,-3.054394097077774,720575941430524686,unknown,NA,ventral_nerve_cord,motor,right,TBD,NA,NA,abdomen,MNad16_A3,abdomen_motor_neuron,abdomen_motor_neuron,MNad16,abdomen,right,4,EFF_01,#79B2E0,composite_cell_type: MNad16_A3 cell_function: NA <br>root_id: 720575941430524686
1.3741931186045386,5.707845120680405,720575941431019695,gaba,right_mesothoracic_leg_nerve,ventral_nerve_cord,motor,right,NA,leg_motor,flex_femur_tibia_joint,middle leg,accessory_tibia_flexor_B_T2,leg_motor_neuron,middle_leg_motor_neuron,accessory_tibia_flexor_B,middle leg,right,2,EFF_12,#695B52,composite_cell_type: accessory_tibia_flexor_B_T2 cell_function: leg_motor <br>root_id: 720575941431019695
0.8738557563151099,5.013960509550644,720575941431154647,unknown,right_metathoracic_leg_nerve,ventral_nerve_cord,motor,right,NA,leg_motor,flex_femur_tibia_joint,hind leg,accessory_tibia_flexor_A_T3,leg_motor_neuron,hind_leg_motor_neuron,accessory_tibia_flexor_A,hind leg,right,2,EFF_12,#695B52,composite_cell_type: accessory_tibia_flexor_A_T3 cell_function: leg_motor <br>root_id: 720575941431154647
6.959680722745774,-0.7771082827924958,720575941431160824,gaba,left_metathoracic_leg_nerve,ventral_nerve_cord,motor,left,NA,leg_motor,flex_femur_tibia_joint,hind leg,tibia_flexor,leg_motor_neuron,hind_leg_motor_neuron,tibia_flexor,hind leg,left,1,EFF_10,#7E378C,composite_cell_type: tibia_flexor cell_function: leg_motor <br>root_id: 720575941431160824
-6.805236650911453,-2.9377563903211823,720575941431539849,glutamate,NA,ventral_nerve_cord,motor,right,TBD,NA,NA,abdomen,MNad54,abdomen_motor_neuron,abdomen_motor_neuron,MNad54,abdomen,right,5,EFF_03,#9C9286,composite_cell_type: MNad54 cell_function: NA <br>root_id: 720575941431539849
-5.586633993593337,-3.265707344758438,720575941431865592,unknown,NA,ventral_nerve_cord,motor,left,NA,NA,NA,abdomen,NA,abdomen_motor_neuron,abdomen_motor_neuron,NA,abdomen,left,5,EFF_03,#9C9286,composite_cell_type: NA cell_function: NA <br>root_id: 720575941431865592
0.4016769395197608,5.138812451613022,720575941431976718,acetylcholine,right_metathoracic_leg_nerve,ventral_nerve_cord,motor,right,NA,leg_motor,unknown_leg_movement,hind leg,femur_reductor,leg_motor_neuron,hind_leg_motor_neuron,femur_reductor,hind leg,right,2,EFF_12,#695B52,composite_cell_type: femur_reductor cell_function: leg_motor <br>root_id: 720575941431976718
-7.371273828951003,2.09912609959848,720575941432483425,acetylcholine,left_maxillary-labial_nerve,central_brain,motor,left,putative_primary,proboscis_motor,NA,proboscis,CB0416,proboscis_motor_neuron,proboscis_motor_neuron,CB0416,proboscis,left,12,EFF_05,#3D9D98,composite_cell_type: CB0416 cell_function: proboscis_motor <br>root_id: 720575941432483425
-7.492883516756179,-2.79345926736586,720575941432825815,octopamine,NA,central_brain,visceral_circulatory,right,DILP__prim,NA,NA,retrocerebral complex,m_NSC_unknown,pars_intercerebralis_neurosecretory_cell,retrocerebral_complex_neurosecretory_cell,m_NSC_unknown,retrocerebral complex,right,9,EFF_06,#EF9334,composite_cell_type: m_NSC_unknown cell_function: NA <br>root_id: 720575941432825815
1.1093298659647681,5.9315072586656346,720575941432965902,gaba,right_mesothoracic_leg_nerve,ventral_nerve_cord,motor,right,NA,leg_motor,extend_femur_tibia_joint,middle leg,tibia_extensor_FETi_T2,leg_motor_neuron,middle_leg_motor_neuron,tibia_extensor_FETi,middle leg,right,2,EFF_12,#695B52,composite_cell_type: tibia_extensor_FETi_T2 cell_function: leg_motor <br>root_id: 720575941432965902
-7.1187928452168725,-2.8675616690992585,720575941433374990,acetylcholine,NA,central_brain,visceral_circulatory,left,NA,NA,NA,retrocerebral complex,l_NSC_unknown,pars_lateralis_neurosecretory_cell,retrocerebral_complex_neurosecretory_cell,l_NSC_unknown,retrocerebral complex,left,9,EFF_06,#EF9334,composite_cell_type: l_NSC_unknown cell_function: NA <br>root_id: 720575941433374990
-2.1539124979649804,-2.858076424348282,720575941433954446,glutamate,NA,ventral_nerve_cord,motor,left,TBD,NA,NA,abdomen,MNad05_A4,abdomen_motor_neuron,abdomen_motor_neuron,MNad05,abdomen,left,4,EFF_01,#79B2E0,composite_cell_type: MNad05_A4 cell_function: NA <br>root_id: 720575941433954446
-8.16691048285115,-2.5399344870924225,720575941434301472,octopamine,NA,central_brain,visceral_circulatory,right,DILP__prim,NA,NA,retrocerebral complex,m_NSC_unknown,pars_intercerebralis_neurosecretory_cell,retrocerebral_complex_neurosecretory_cell,m_NSC_unknown,retrocerebral complex,right,9,EFF_06,#EF9334,composite_cell_type: m_NSC_unknown cell_function: NA <br>root_id: 720575941434301472
1.5377105937327125,-1.666043610322403,720575941434381710,glutamate,left_first_abdominal_nerve,ventral_nerve_cord,motor,left,16B,haltere_steering,NA,haltere steering,hiii2 MN,haltere_motor_neuron,haltere_steering_neuron,hiii2 MN,haltere steering,left,3,EFF_08,#9FB555,composite_cell_type: hiii2 MN cell_function: haltere_steering <br>root_id: 720575941434381710
1.1275731788004615,5.853827624571396,720575941434753568,octopamine,right_mesothoracic_leg_nerve,ventral_nerve_cord,motor,right,NA,leg_motor,flex_femur_tibia_joint,middle leg,tibia_flexor_T2,leg_motor_neuron,middle_leg_motor_neuron,tibia_flexor,middle leg,right,2,EFF_12,#695B52,composite_cell_type: tibia_flexor_T2 cell_function: leg_motor <br>root_id: 720575941434753568
