cell id,modalities,auditory,ciberial_mechanosensory_neuron,enteric_gustatory,grooming,gustatory,hygrosensory,johnstons_organ_other,mechanosensory,ocellar,olfactory,thermosensory,visual_chromatic,wind_gravity
720575941470195723,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941651083285,4,False,True,True,False,True,False,False,True,False,False,False,False,False
720575941466873878,4,False,True,True,False,True,False,False,True,False,False,False,False,False
720575941466974230,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941413642268,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941399099427,3,False,False,True,False,True,False,False,True,False,False,False,False,False
720575941557477412,2,False,False,False,False,True,False,False,True,False,False,False,False,False
720575941407580207,5,True,True,False,False,False,False,True,True,False,False,False,False,True
720575941476214833,4,False,False,False,True,False,False,True,True,False,False,False,False,True
720575941512392771,4,False,True,True,False,True,False,False,True,False,False,False,False,False
720575941610111050,2,False,False,False,False,True,False,False,True,False,False,False,False,False
720575941479661647,4,False,True,True,False,True,False,False,True,False,False,False,False,False
720575941554354259,3,False,False,True,False,True,False,False,True,False,False,False,False,False
720575941502853207,4,False,True,True,False,True,False,False,True,False,False,False,False,False
720575941503176791,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941577732185,5,True,False,False,True,False,False,True,True,False,False,False,False,True
720575941440524379,2,False,False,False,False,True,False,False,True,False,False,False,False,False
720575941472888928,4,False,False,False,True,False,False,True,True,False,False,False,False,True
720575941525889124,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941552717959,5,True,False,False,True,True,False,False,True,False,False,False,False,True
720575941547534472,4,True,False,False,True,False,False,False,True,False,False,False,False,True
720575941563320466,4,False,True,True,False,True,False,False,True,False,False,False,False,False
720575941562194088,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941443958954,4,False,True,True,False,True,False,False,True,False,False,False,False,False
720575941405855918,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941440280767,4,True,False,False,False,False,False,True,True,False,False,False,False,True
720575941597923520,6,False,True,True,False,True,False,False,True,False,False,True,False,True
720575941631404229,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941643241672,5,False,True,True,True,True,False,False,True,False,False,False,False,False
720575941516898520,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941479114976,5,True,False,False,True,False,False,True,True,False,False,False,False,True
720575941628625122,2,False,False,False,False,True,False,False,True,False,False,False,False,False
720575941555333348,3,False,False,False,True,True,False,False,True,False,False,False,False,False
720575941531584741,3,False,False,False,True,True,False,False,True,False,False,False,False,False
720575941531932901,5,False,True,True,True,True,False,False,True,False,False,False,False,False
720575941559017710,4,False,True,True,False,True,False,False,True,False,False,False,False,False
720575941687228655,3,False,False,True,False,True,False,False,True,False,False,False,False,False
720575941650178289,4,True,False,True,False,True,False,False,True,False,False,False,False,False
720575941602939126,7,True,False,True,True,True,False,True,True,False,False,False,False,True
720575941430391032,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941483127037,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941550934271,5,False,True,True,False,True,False,False,True,False,False,True,False,False
720575941563728128,4,False,True,True,False,True,False,False,True,False,False,False,False,False
720575941525186818,3,False,False,True,False,True,False,False,True,False,False,False,False,False
720575941543678213,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941543901445,6,True,False,False,True,False,False,True,True,True,False,False,False,True
720575941573628169,5,True,False,False,True,False,False,True,True,False,False,False,False,True
720575941470513419,3,False,False,True,False,True,False,False,True,False,False,False,False,False
720575941476540702,3,False,False,True,False,True,False,False,True,False,False,False,False,False
720575941400285475,4,True,False,False,True,True,False,False,True,False,False,False,False,False
720575941557473572,3,False,True,False,True,False,False,False,True,False,False,False,False,False
720575941594222885,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941591750952,4,False,True,True,False,True,False,False,True,False,False,False,False,False
720575941437630764,5,False,True,True,True,True,False,False,True,False,False,False,False,False
720575941476106545,3,False,False,True,False,True,False,False,True,False,False,False,False,False
720575941477013825,4,True,False,False,False,False,False,True,True,False,False,False,False,True
720575941514434883,5,True,True,False,False,False,False,True,True,False,False,False,False,True
720575941452046663,3,False,False,False,True,False,False,False,True,False,False,False,False,True
720575941523179851,2,False,False,False,True,False,False,False,True,False,False,False,False,False
720575941426612564,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941515432282,3,False,True,False,False,True,False,False,True,False,False,False,False,False
720575941505673566,4,True,False,False,False,False,False,True,True,False,False,False,False,True
720575941472887136,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941518547310,2,False,False,False,False,True,False,False,True,False,False,False,False,False
720575941644128632,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941618655615,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941507897729,3,False,False,True,False,True,False,False,True,False,False,False,False,False
720575941479602562,2,False,False,False,False,False,False,False,True,False,False,False,False,True
720575941532674435,5,True,False,False,True,False,False,True,True,False,False,False,False,True
720575941595496837,6,False,True,True,False,True,True,False,True,False,False,True,False,False
720575941552142727,5,True,False,False,False,False,False,True,True,False,False,True,False,True
720575941434505614,6,False,False,True,True,True,False,True,True,False,False,False,False,True
720575941434589582,8,True,True,False,True,False,True,True,True,True,False,False,False,True
720575941413360017,3,False,False,True,False,True,False,False,True,False,False,False,False,False
720575941413462420,2,False,False,False,True,False,False,False,True,False,False,False,False,False
720575941564438935,7,True,False,True,True,True,False,True,True,False,False,False,False,True
720575941571475870,3,False,False,True,False,True,False,False,True,False,False,False,False,False
720575941668463015,2,False,True,False,False,False,False,False,True,False,False,False,False,False
720575941407447470,3,True,False,False,True,False,False,False,True,False,False,False,False,False
720575941448106421,3,True,False,False,True,False,False,False,True,False,False,False,False,False
720575941527644600,2,False,False,False,True,False,False,False,True,False,False,False,False,False
720575941678242237,3,True,False,False,False,False,False,False,True,False,False,False,False,True
720575941481304515,5,True,True,False,False,False,False,True,True,False,False,False,False,True
720575941643043272,3,False,False,True,False,True,False,False,True,False,False,False,False,False
720575941441106383,5,True,False,True,True,True,False,False,True,False,False,False,False,False
720575941702564314,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941612773852,3,True,True,False,False,False,False,False,True,False,False,False,False,False
720575941468213725,5,True,False,False,True,False,False,True,True,False,False,False,False,True
720575941479434720,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941479512544,5,True,False,False,True,False,False,True,True,False,False,False,False,True
720575941628867042,5,True,False,False,True,False,False,True,True,False,False,False,False,True
720575941488845287,3,False,False,False,True,True,False,False,True,False,False,False,False,False
720575941455137261,5,True,False,False,True,False,False,True,True,False,False,True,False,False
720575941687106031,4,False,True,True,False,True,False,False,True,False,False,False,False,False
720575941572671995,4,True,True,False,False,False,False,False,True,False,False,True,False,False
720575941550709247,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941562440192,6,True,False,False,True,True,False,True,True,False,False,False,False,True
720575941542584837,5,False,True,True,True,True,False,False,True,False,False,False,False,False
720575941470396939,3,False,True,False,False,True,False,False,True,False,False,False,False,False
720575941687437836,3,False,False,True,False,True,False,False,True,False,False,False,False,False
720575941432564238,2,False,True,False,False,False,False,False,True,False,False,False,False,False
720575941431747086,3,False,False,False,True,True,False,False,True,False,False,False,False,False
720575941437751826,2,False,False,False,False,True,False,False,True,False,False,False,False,False
720575941505767970,2,False,False,False,True,False,False,False,True,False,False,False,False,False
720575941399380515,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941475529265,4,False,False,True,True,True,False,False,True,False,False,False,False,False
720575941609605706,4,False,False,False,True,False,False,True,True,False,False,False,False,True
720575941426201172,3,False,True,False,False,True,False,False,True,False,False,False,False,False
720575941513611866,5,True,True,False,False,False,False,True,True,False,False,False,False,True
720575941575807592,5,True,False,False,True,False,False,True,True,False,False,False,False,True
720575941592144491,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941403931248,2,False,False,False,True,False,False,False,True,False,False,False,False,False
720575941559427699,2,False,False,False,True,False,False,False,True,False,False,False,False,False
720575941470280311,5,True,True,False,False,False,False,True,True,False,False,False,False,True
720575941450592890,3,False,False,True,False,True,False,False,True,False,False,False,False,False
720575941497412219,4,True,False,False,True,False,False,False,True,False,False,False,False,True
720575941507603073,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941485636237,5,True,False,False,True,False,False,True,True,False,False,False,False,True
720575941574531727,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941409841835,2,False,False,False,False,True,False,False,True,False,False,False,False,False
720575941407529646,7,True,False,True,True,True,False,True,True,False,False,False,False,True
720575941481970374,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941493220039,3,False,True,False,False,True,False,False,True,False,False,False,False,False
720575941495141063,7,True,True,True,True,True,False,True,True,False,False,False,False,False
720575941530745547,4,False,False,False,True,True,False,False,True,False,False,False,False,True
720575941460712147,4,False,True,True,False,True,False,False,True,False,False,False,False,False
720575941431321303,5,False,True,True,True,True,False,False,True,False,False,False,False,False
720575941518107352,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941518301912,2,False,False,False,True,False,False,False,True,False,False,False,False,False
720575941490633447,3,False,True,False,False,True,False,False,True,False,False,False,False,False
720575941631423212,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941649976049,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941667384051,3,True,False,False,False,False,False,False,True,False,False,False,False,True
720575941568410362,7,False,False,True,True,True,False,False,True,True,False,True,False,True
720575941543662341,2,False,False,False,False,True,False,False,True,False,False,False,False,False
720575941432050446,2,False,False,False,True,False,False,False,True,False,False,False,False,False
720575941431565070,7,True,False,True,True,True,False,True,True,False,False,False,False,True
720575941556990735,4,False,True,True,False,True,False,False,True,False,False,False,False,False
720575941558635279,5,True,False,False,True,False,False,True,True,False,False,False,False,True
720575941466442518,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941504258839,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941535925018,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941553150747,4,True,True,False,False,False,False,False,True,False,False,False,False,True
720575941540535069,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941399042851,4,False,True,True,False,True,False,False,True,False,False,False,False,False
720575941594463013,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941559098157,4,False,True,True,False,True,False,False,True,False,False,False,False,False
720575941407685423,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941589066551,2,False,False,False,False,True,False,False,True,False,False,False,False,False
720575941470933824,3,False,False,False,True,True,False,False,True,False,False,False,False,False
720575941471230784,2,False,True,False,False,False,False,False,True,False,False,False,False,False
720575941439413077,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941502628695,5,True,False,False,True,False,False,True,True,False,False,False,False,True
720575941534102360,2,False,False,False,True,False,False,False,True,False,False,False,False,False
720575941439011675,3,True,False,False,True,False,False,False,True,False,False,False,False,False
720575941583485791,3,False,True,False,False,True,False,False,True,False,False,False,False,False
720575941525797732,3,False,False,True,False,True,False,False,True,False,False,False,False,False
720575941575406440,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941450728314,4,False,False,True,True,True,False,False,True,False,False,False,False,False
720575941450363770,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941539767165,4,True,False,False,False,False,False,True,True,False,False,False,False,True
720575941585169286,3,False,True,False,False,True,False,False,True,False,False,False,False,False
720575941561260946,7,True,True,True,True,True,False,False,True,False,False,False,False,True
720575941515881363,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941391870870,3,False,False,True,False,True,False,False,True,False,False,False,False,False
720575941614336921,3,False,True,False,False,False,False,False,True,False,False,False,False,True
720575941571767198,5,True,False,False,True,False,False,True,True,False,False,False,False,True
720575941456741279,2,True,False,False,False,False,False,False,True,False,False,False,False,False
720575941632392096,2,False,True,False,False,False,False,False,True,False,False,False,False,False
720575941554596772,2,False,False,False,True,False,False,False,True,False,False,False,False,False
720575941527051174,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941562495912,5,True,True,False,False,False,False,True,True,False,False,False,False,True
720575941452770217,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941429552047,2,False,False,False,True,False,False,False,True,False,False,False,False,False
720575941668520881,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941575451574,7,True,False,True,True,True,False,True,True,False,False,False,False,True
720575941482286022,2,True,False,False,False,False,False,False,True,False,False,False,False,False
720575941495266247,7,True,True,True,True,True,False,False,True,False,False,False,False,True
720575941518621656,3,False,False,True,False,True,False,False,True,False,False,False,False,False
720575941469053917,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941584716766,7,True,False,True,True,True,False,True,True,False,False,False,False,True
720575941479543776,4,False,True,True,False,True,False,False,True,False,False,False,False,False
720575941531988965,4,False,True,False,False,True,False,False,True,False,False,True,False,False
720575941631437804,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941631396844,6,True,False,False,True,False,False,True,True,False,False,True,False,True
720575941559210990,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941667447795,2,False,False,False,True,False,False,False,True,False,False,False,False,False
720575941568832500,5,False,True,True,True,True,False,False,True,False,False,False,False,False
720575941667841011,6,True,True,False,True,False,False,True,True,False,False,False,False,True
720575941515219961,5,True,True,False,True,True,False,False,True,False,False,False,False,False
720575941571298299,3,False,False,False,False,False,False,True,True,False,False,False,False,True
720575941623211004,5,False,True,True,True,True,False,False,True,False,False,False,False,False
720575941551049727,5,True,False,False,False,True,False,True,True,False,False,False,False,True
720575941543242757,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941564195847,4,False,False,False,True,False,False,False,True,True,False,False,False,True
720575941470901259,4,False,True,True,False,True,False,False,True,False,False,False,False,False
720575941437879314,4,False,True,True,False,True,False,False,True,False,False,False,False,False
720575941446894612,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941466592278,3,False,False,False,True,True,False,False,True,False,False,False,False,False
720575941541039133,6,True,False,False,True,True,False,True,True,False,False,False,False,True
720575941476176926,6,True,False,True,False,True,False,True,True,False,False,False,False,True
720575941638407199,4,True,False,False,False,False,False,True,True,False,False,False,False,True
720575941507664930,3,False,False,False,True,False,False,False,True,False,False,False,False,True
720575941476183089,5,True,False,True,False,True,False,True,True,False,False,False,False,False
720575941722201146,3,False,True,False,False,True,False,False,True,False,False,False,False,False
720575941472597051,2,False,False,False,False,True,False,False,True,False,False,False,False,False
720575941438841919,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941476371521,5,True,False,False,False,True,False,True,True,False,False,False,False,True
720575941485878338,5,True,True,False,False,False,False,True,True,False,False,False,False,True
720575941571900488,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941526133837,4,True,False,False,True,True,False,False,True,False,False,False,False,False
720575941641272402,4,False,True,True,False,True,False,False,True,False,False,False,False,False
720575941533906008,4,False,True,True,False,True,False,False,True,False,False,False,False,False
720575941513942106,5,True,False,False,True,False,False,True,True,False,False,False,False,True
720575941440068699,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941611365478,3,False,False,True,False,True,False,False,True,False,False,False,False,False
720575941594580081,3,False,False,True,False,True,False,False,True,False,False,False,False,False
720575941594901617,3,False,False,True,False,True,False,False,True,False,False,False,False,False
720575941559729267,6,False,False,True,True,True,False,True,True,False,False,False,False,True
720575941451023482,3,False,True,False,False,True,False,False,True,False,False,False,False,False
720575941501181067,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941588368524,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941501543563,4,False,True,True,False,True,False,False,True,False,False,False,False,False
720575941597654172,3,False,False,True,False,True,False,False,True,False,False,False,False,False
720575941573248157,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941456506015,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941480115363,4,False,True,True,False,True,False,False,True,False,False,False,False,False
720575941556446372,3,True,False,False,True,False,False,False,True,False,False,False,False,False
720575941556796580,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941562164392,4,False,False,True,True,True,False,False,True,False,False,False,False,False
720575941443603626,2,False,False,False,False,True,False,False,True,False,False,False,False,False
720575941410264235,5,True,False,False,True,False,False,True,True,False,False,False,False,True
720575941443964074,6,False,False,True,True,True,False,True,True,False,False,False,False,True
720575941503198402,3,False,False,True,False,True,False,False,True,False,False,False,False,False
720575941495051463,4,False,True,True,False,True,False,False,True,False,False,False,False,False
720575941489751241,2,False,True,False,False,False,False,False,True,False,False,False,False,False
720575941490525390,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941441293519,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941485780176,5,False,True,True,False,True,False,False,True,False,False,False,False,True
720575941652493524,2,False,False,False,True,False,False,False,True,False,False,False,False,False
720575941531735269,3,False,False,True,False,True,False,False,True,False,False,False,False,False
720575941535128808,6,True,False,True,False,True,False,True,True,False,False,False,False,True
720575941502633195,5,True,False,True,False,True,False,True,True,False,False,False,False,False
720575941538335986,2,False,False,False,True,False,False,False,True,False,False,False,False,False
720575941573616891,2,False,True,False,False,False,False,False,True,False,False,False,False,False
720575941481381117,3,False,False,True,False,True,False,False,True,False,False,False,False,False
720575941551054079,5,True,False,False,False,True,False,True,True,False,False,False,False,True
720575941554615553,3,True,False,False,True,False,False,False,True,False,False,False,False,False
720575941526105346,4,True,False,False,False,False,False,True,True,False,False,False,False,True
720575941391756548,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941687586060,2,False,False,False,True,False,False,False,True,False,False,False,False,False
720575941445047572,6,True,False,False,True,False,False,True,True,True,False,False,False,True
720575941506047255,5,True,False,False,True,False,False,True,True,False,False,False,False,True
720575941542051101,7,True,True,False,True,True,False,True,True,False,False,False,False,True
720575941598158121,3,False,False,True,False,True,False,False,True,False,False,False,False,False
720575941505305916,3,False,False,False,True,True,False,False,True,False,False,False,False,False
720575941470254400,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941588086084,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941447480654,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941449434446,5,True,False,False,True,True,False,False,True,False,False,False,False,True
720575941438049621,4,False,False,False,True,False,False,True,True,False,False,False,False,True
720575941429716321,4,False,True,True,False,True,False,False,True,False,False,False,False,False
720575941564130658,3,False,False,True,False,True,False,False,True,False,False,False,False,False
720575941642462565,5,False,True,True,False,True,False,False,True,False,False,True,False,False
720575941565572455,2,False,False,False,False,False,False,False,True,False,False,False,False,True
720575941518927214,3,False,False,False,True,True,False,False,True,False,False,False,False,False
720575941559428467,3,False,True,False,False,True,False,False,True,False,False,False,False,False
720575941638548853,5,True,False,False,True,False,False,True,True,False,False,False,False,True
720575941617513855,2,False,False,False,True,False,False,False,True,False,False,False,False,False
720575941624890762,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941536757141,3,False,True,False,True,False,False,False,True,False,False,False,False,False
720575941563391383,4,True,False,False,False,False,False,True,True,False,False,False,False,True
720575941564679575,4,False,True,True,False,True,False,False,True,False,False,False,False,False
720575941564900759,2,False,False,False,False,True,False,False,True,False,False,False,False,False
720575941552815514,2,False,False,False,False,False,False,True,True,False,False,False,False,False
720575941496731042,4,False,True,True,False,True,False,False,True,False,False,False,False,False
720575941498676642,5,False,False,False,True,False,False,True,True,True,False,False,False,True
720575941517809068,4,True,False,False,True,True,False,False,True,False,False,False,False,False
720575941430275503,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941518509495,2,False,False,False,True,False,False,False,True,False,False,False,False,False
720575941602323897,5,True,False,False,True,False,False,True,True,False,False,False,False,True
720575941680364989,6,True,False,False,True,False,False,True,True,False,False,True,False,True
720575941603997118,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941438952895,2,False,False,False,True,False,False,False,True,False,False,False,False,False
720575941503493570,4,False,True,True,False,True,False,False,True,False,False,False,False,False
720575941441387983,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941459668435,4,False,True,True,False,True,False,False,True,False,False,False,False,False
720575941518239192,3,False,True,False,False,False,False,False,True,False,False,False,False,True
720575941654052313,6,True,False,True,False,True,False,True,True,False,False,False,False,True
720575941477428704,6,True,False,True,False,True,False,True,True,False,False,True,False,False
720575941478813152,2,False,False,False,False,False,False,False,True,True,False,False,False,False
720575941498187233,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941531010533,3,True,False,False,False,False,False,False,True,False,False,False,False,True
720575941532304874,5,False,True,True,True,True,False,False,True,False,False,False,False,False
720575941457858032,1,False,False,False,False,False,False,False,True,False,False,False,False,False
720575941514456569,4,False,True,True,False,True,False,False,True,False,False,False,False,False
720575941513981433,4,False,True,True,False,True,False,False,True,False,False,False,False,False
720575941525519874,4,False,True,True,False,True,False,False,True,False,False,False,False,False
720575941470506507,5,True,False,False,True,False,False,True,True,False,False,False,False,True
720575941687586316,2,False,False,False,True,False,False,False,True,False,False,False,False,False
720575941470533131,4,True,False,False,True,True,False,False,True,False,False,False,False,False
720575941432096270,4,False,True,True,False,True,False,False,True,False,False,False,False,False
720575941652653585,2,False,False,False,True,False,False,False,True,False,False,False,False,False
720575941551441435,4,False,False,True,True,True,False,False,True,False,False,False,False,False
720575941476089374,4,False,True,True,False,True,False,False,True,False,False,False,False,False
720575941400290851,2,False,False,False,True,False,False,False,True,False,False,False,False,False
720575941454198323,6,True,False,False,True,False,False,True,True,False,False,True,False,True
720575941722396218,4,True,False,False,False,False,False,True,True,False,False,False,False,True
720575941550401086,3,False,False,True,False,True,False,False,True,False,False,False,False,False
720575941476367937,2,False,False,False,True,False,False,False,True,False,False,False,False,False
720575941586425412,3,False,False,False,True,True,False,False,True,False,False,False,False,False
