banc_850_id,supervoxel_id,position,root_626,root_850,nucleus_id,proofread,roughly_proofread,status,side,root_position,root_position_nm,root_region,region,hemilineage,nerve,neuromere,flow,super_class,cell_class,cell_sub_class,cell_type,fafb_cell_type,manc_cell_type,malecns_cell_type,hemibrain_cell_type,fanc_cell_type,fafb_match,manc_match,malecns_match,hemibrain_match,fanc_match,fafb_nblast_match,manc_nblast_match,hemibrain_nblast_match,fanc_nblast_match,malecns_nblast_match,sexually_dimorphic,cluster,manual_cluster,super_cluster,cns_network,body_part_sensory,body_part_effector,peripheral_target_type,cell_function_detailed,neurotransmitter_predicted,neurotransmitter_score,neurotransmitter_verified,neuropeptide_verified,l2_nodes,l2_cable_length_um,volume_nm3,input_connections,output_connections,input_side_index,output_side_index,mitochondria,mitochondria_volume,pd_width,segregation_index,seed_00,seed_01,seed_02,seed_03,seed_04,seed_05,seed_06,seed_07,seed_08,seed_09,seed_10,seed_11,seed_12,seed_13,seed_14,root_id,id,nucleus_supervoxel_id,nucleus_position,nucleus_position_nm,cell_id,soma_dcv_count,soma_dcv_density,voxels,notes,status_text,cns_cluster,cell_type_source,side_axon,neck_connective,known_nt_source,known_nt,top_nt,top_nt_conf,cell_type_neurotransmitter_predicted,neurotransmitter_predicted_v1,neurotransmitter_predicted_v2,neurotransmitter_predicted_v3,neurotransmitter_score_v1,neurotransmitter_score_v2,neurotransmitter_score_v3,cell_type_tomke,cell_type_source_text,other_names,morphology_group,banc_match,banc_match_supervoxel_id,banc_png_match,banc_png_match_supervoxel_id,banc_nblast_match,fafb_ntac_cell_type,fafb_alignment_cell_type,fafb_alignment_runner_up,fafb_alignment_match,fafb_alignment_confidence,fafb_alignment_decision,banc_nblast_match_supervoxel_id,banc_nblast,fafb_png_match,fafb_nblast,manc_png_match,manc_nblast,fanc_png_match,fanc_nblast,hemibrain_png_match,hemibrain_nblast,fafb_super_class,manc_super_class,malecns_png_match,malecns_nblast,an_type,auto_an_type,dn_type,auto_dn_type,fafb_cell_class,manc_cell_class,fafb_cell_sub_class,manc_cell_sub_class,ngl_link,cell_info_id,cell_info_user_id,cell_ids_position,cell_ids_position_nm,cell_ids_id,cell_ids_id_626,cell_ids_tag,root_626_codex,uploaded_to_codex_annotations,_locked,_locked_by,_archived,_creator,_ctime,_last_modifier,_mtime,cell_sub_type,neurotransmitter,cell_function,UMAP1,UMAP2,clusterno,label,colours,nerve_side,body_part_effector2
720575941609437613,75859705918680392,"112349, 66709, 2795",720575941609437613,720575941609437613,72972938206249121,TRUE,FALSE,"azevedo,REVIEW_MATCH_AN_DN,HAS_MANUAL_ANNOTATION,SENT_TO_AELYSIA_TRACING,INVESTIGATE_RESOLVED,NO_MANC_MATCH,IN_VIGNETTE,LR_TYPE_CONFLICT,TRACING_ISSUE_2",right,"112608, 66672, 2796","450432, 266688, 125820",ITO_midbrain_GNG,central_brain,putative_primary,left_cervical_nerve,NA,efferent,motor,neck_motor_neuron,neck_pitch_motor_neuron,CvN6,CvN6,NA,CvN6,auto:DNb06,NA,720575940634813536,NA,NA,NA,NA,720575940636098367,26926,1715999506,NA,NA,isomorphic,EFF_12,EFF_12,head-eye-antenna,NA,unknown,neck,ventral_longitudinal_1_muscle,neck_pitch,gaba,0.3456,NA,NA,853,3036.15,27996419328,2543,142,-1,-1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720575941609437613,NA,720575941609437613,720575941609437613,75859705918680359,"112608, 66672, 2796","450432,266688,125820",11528,NA,NA,NA,NA,"azevedo,REVIEW_MATCH_AN_DN,HAS_MANUAL_ANNOTATION,SENT_TO_AELYSIA_TRACING,INVESTIGATE_RESOLVED,NO_MANC_MATCH,IN_VIGNETTE,LR_TYPE_CONFLICT,TRACING_ISSUE_2",NA,"huston_lab,wilson_lab,azevedo",left,neck connective (left),NA,NA,acetylcholine,NA,gaba,octopamine,gaba,gaba,0.3493,0.3456,0.3456,NA,"huston_lab,wilson_lab,azevedo",ventral_longitudinal_1 CvN6,NA,720575941495864905,76704062196264027,720575941539792220,76211618358478065,720575941539792220,NA,NA,NA,NA,NA,NA,76211618358478065,0.69,NA,0.21,NA,-1.03,NA,NA,NA,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4735779667443712,NA,NA,"122812,70312,2584","491248, 281248, 116280",1354,1354,001354,720575941609437613,NA,NA,NA,FALSE,498faaeec7594eb1af1d548baefecba6@auth.local,2024-07-17T21:25:08Z,498faaeec7594eb1af1d548baefecba6@auth.local,2026-04-12T02:37:05Z,CvN6,gaba,neck_motor,-6.575516139961063,-3.411919947556701,12,CvN6,#51B07B,left,neck pitch
720575941508147746,75155812251073466,"91577, 61080, 2425",720575941508147746,720575941508147746,72832131864199269,TRUE,FALSE,"TRACING_ISSUE_RESOLVED,azevedo,REVIEW_MATCH_AN_DN,HAS_MANUAL_ANNOTATION,SENT_TO_AELYSIA_TRACING,INVESTIGATE_RESOLVED,IN_VIGNETTE",right,"91632, 61088, 2433","366528, 244352, 109485",ITO_midbrain_IPS_R,central_brain,putative_primary,right_cervical_nerve,NA,efferent,motor,neck_motor_neuron,neck_pitch_motor_neuron,CvN5,CvN5,NA,CvN5,auto:WED158,NA,720575940650119289,NA,NA,NA,NA,720575940650119289,20862,2028339038,NA,NA,isomorphic,EFF_12,EFF_12,head-eye-antenna,NA,unknown,neck,ventral_longitudinal_1_muscle,neck_pitch,gaba,0.3315,NA,NA,850,3016.39,13232235520,2221,85,-1,-1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720575941508147746,NA,720575941508147746,720575941508147746,75155812251088785,"91632, 61088, 2433","366528,244352,109485",11537,NA,NA,NA,NA,"TRACING_ISSUE_RESOLVED,azevedo,REVIEW_MATCH_AN_DN,HAS_MANUAL_ANNOTATION,SENT_TO_AELYSIA_TRACING,INVESTIGATE_RESOLVED,IN_VIGNETTE",NA,"huston_lab,wilson_lab,azevedo",right,neck connective (right),NA,NA,acetylcholine,NA,gaba,octopamine,gaba,gaba,0.3123,0.3315,0.3315,NA,"huston_lab,wilson_lab,azevedo",ventral_longitudinal_1 CvN5,NA,720575941513990988,77266805789755233,720575941513990988,77266805789755233,720575941513990988,NA,NA,NA,NA,NA,NA,77266805789755233,0.72,720575940650119289,0.41,NA,-0.97,NA,NA,NA,0.37,NA,NA,10627,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5260585454272512,NA,NA,"104487,67830,2232","417948, 271320, 100440",1380,1380,001380,720575941508147746,NA,NA,NA,FALSE,498faaeec7594eb1af1d548baefecba6@auth.local,2024-07-17T21:25:08Z,498faaeec7594eb1af1d548baefecba6@auth.local,2026-04-12T02:37:05Z,CvN5,gaba,neck_motor,-6.273890888191043,-3.451777335099424,12,CvN5,#51B07B,right,neck pitch
720575941539792220,76211618358478065,"121695, 68198, 2578",720575941539792220,720575941539792220,73184044438782234,TRUE,FALSE,"azevedo,REVIEW_MATCH_AN_DN,HAS_MANUAL_ANNOTATION,SENT_TO_AELYSIA_TRACING,IN_VIGNETTE",left,"137104, 65136, 2880","548416, 260544, 129600",ITO_midbrain_GNG,central_brain,putative_primary,right_cervical_nerve,NA,efferent,motor,neck_motor_neuron,neck_pitch_motor_neuron,CvN6,CvN6,NA,CvN6,NA,NA,720575940632898105,NA,NA,NA,NA,720575940647755641,23341,2028339038,NA,NA,isomorphic,EFF_12,EFF_12,head-eye-antenna,NA,unknown,neck,ventral_longitudinal_1_muscle,neck_pitch,gaba,0.5423,NA,NA,864,2887.2,16926748672,1429,103,-1,-1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720575941539792220,NA,720575941539792220,720575941539792220,76704062196001230,"137104, 65136, 2880","548416,260544,129600",5668,NA,NA,NA,"removed descending label as this is a neck MN - HHY
","azevedo,REVIEW_MATCH_AN_DN,HAS_MANUAL_ANNOTATION,SENT_TO_AELYSIA_TRACING,IN_VIGNETTE",NA,"huston_lab,wilson_lab,azevedo",right,neck connective (right),NA,NA,acetylcholine,NA,gaba,gaba,gaba,gaba,0.5084,0.5423,0.5423,NA,"huston_lab,wilson_lab,azevedo",ventral_longitudinal_1 CvN6,NA,720575941609437613,75859705918680392,720575941609437613,75859705918680392,720575941609437613,NA,NA,NA,NA,NA,NA,75859705918680392,0.72,NA,0.25,NA,-0.97,NA,NA,NA,0.19,NA,NA,192306,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5761045269315584,NA,NA,"121695,68198,2578","486780, 272792, 116010",1431,1431,001431,720575941539792220,NA,NA,NA,FALSE,498faaeec7594eb1af1d548baefecba6@auth.local,2024-07-17T21:25:08Z,498faaeec7594eb1af1d548baefecba6@auth.local,2026-04-12T02:37:05Z,CvN6,gaba,neck_motor,-6.596054470039188,-3.221376653603759,12,CvN6,#51B07B,right,neck pitch
720575941439741119,76354829680874586,"125433, 141716, 2326",720575941439741119,720575941439741119,73114294035677362,TRUE,FALSE,"azevedo,HAS_MANUAL_ANNOTATION,NEEDS_NUCLEUS_ID,LR_TYPE_CONFLICT,BANC_PNG_MATCH_WRONG",right,"113972, 120824, 3168","455888, 483296, 142560",MANC_vnc_NTct_UTct_T1_L,ventral_nerve_cord,16B,right_dorsal_prothoracic_nerve,T1,efferent,motor,neck_motor_neuron,neck_roll_motor_neuron,DProN1,NA,DProN1,MNnm11,NA,NA,NA,23937,NA,NA,121,NA,20092,NA,121,NA,isomorphic,EFF_12,EFF_12,head-eye-antenna,NA,unknown,neck,dorsoventral_muscle_linking_cervical_sclerite_and_condyle_1,neck_roll,gaba,0.4961,glutamate,NA,767,2947.86,10969352448,1963,308,-1,-1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720575941439741119,NA,720575941439741119,720575941439741119,76354829680865666,"125440, 141696, 2321","501760,566784,104445",800,NA,NA,NA,NA,"azevedo,HAS_MANUAL_ANNOTATION,NEEDS_NUCLEUS_ID,LR_TYPE_CONFLICT,BANC_PNG_MATCH_WRONG",NA,"huston_lab,wilson_lab,azevedo",NA,NA,NA,NA,NA,NA,gaba,gaba,gaba,gaba,0.3665,0.4961,0.4961,NA,"huston_lab,wilson_lab,azevedo",DProN_d,NA,720575941731588651,76776904774186703,720575941390352388,76777042213195478,720575941390352388,NA,NA,NA,NA,NA,NA,76777042213195478,0.54,NA,NA,NA,0.4,121,0.55,NA,NA,NA,NA,803378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"117040,151460,4113","468160, 605840, 185085",1440,1440,001440,720575941439741119,NA,NA,NA,FALSE,498faaeec7594eb1af1d548baefecba6@auth.local,2024-07-17T21:25:08Z,498faaeec7594eb1af1d548baefecba6@auth.local,2026-04-12T02:37:05Z,DProN1,glutamate,neck_motor,-6.60582390973645,-3.2555475196163335,12,DProN1,#51B07B,right,neck roll
720575941544483252,75930968082759390,"113169, 92500, 2916",720575941544483252,720575941544483252,72832131797090457,TRUE,FALSE,"NEEDS_FAFB_MATCH,azevedo,REVIEW_MATCH_AN_DN,HAS_MANUAL_ANNOTATION,SENT_TO_AELYSIA_TRACING,INVESTIGATE_RESOLVED,NEEDS_NUCLEUS_ID,FAFB_MATCH_MANUALLY_CHECKED,IN_VIGNETTE",right,"90576, 58816, 2145","362304, 235264, 96525",ITO_midbrain_IPS_R,central_brain,putative_primary,right_cervical_nerve,NA,efferent,motor,neck_motor_neuron,neck_yaw_motor_neuron,"CvN1,CvN2","CvN1,CvN2",NA,NA,auto:PS194,NA,720575940607880578,NA,NA,NA,NA,720575940622871117,100031,1435950884,NA,NA,isomorphic,EFF_12,EFF_12,head-eye-antenna,NA,unknown,neck,oblique_horizontal_muscle_or_transverse_horizontal_muscle,neck_yaw,gaba,0.4251,NA,NA,749,2846.42,12302444800,2551,126,-1,-1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720575941544483252,NA,720575941544483252,720575941544483252,75155743464376688,"90576, 58816, 2145","362304,235264,96525",2276,NA,NA,NA,"removed descending label as this is a neck MN - HHY
","NEEDS_FAFB_MATCH,azevedo,REVIEW_MATCH_AN_DN,HAS_MANUAL_ANNOTATION,SENT_TO_AELYSIA_TRACING,INVESTIGATE_RESOLVED,NEEDS_NUCLEUS_ID,FAFB_MATCH_MANUALLY_CHECKED,IN_VIGNETTE",NA,"huston_lab,azevedo",right,neck connective (right),NA,NA,NA,NA,gaba,gaba,gaba,gaba,0.3253,0.4251,0.4251,NA,"huston_lab,azevedo",CvN1-3,NA,720575941492017790,77266737070100744,720575941564833938,77266737070187807,720575941564833938,NA,NA,NA,NA,NA,NA,77266737070187807,0.77,NA,0.48,NA,-1.02,NA,NA,NA,0.37,NA,NA,13128,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4904481125826560,NA,NA,"107335,69825,2412","429340, 279300, 108540",1456,1456,001456,720575941544483252,NA,NA,NA,FALSE,498faaeec7594eb1af1d548baefecba6@auth.local,2024-07-17T21:25:08Z,498faaeec7594eb1af1d548baefecba6@auth.local,2026-04-12T02:37:05Z,"CvN1,CvN2",gaba,neck_motor,-6.4841570014722905,-3.1955625972072745,12,"CvN1,CvN2",#51B07B,right,neck yaw
720575941457562694,75015074695473998,"87706, 59416, 2221",720575941457562694,720575941457562694,72761763052913977,TRUE,FALSE,"azevedo,REVIEW_MATCH_AN_DN,HAS_MANUAL_ANNOTATION,INVESTIGATE_RESOLVED",right,"87744, 59440, 2222","350976, 237760, 99990",ITO_midbrain_IPS_R,central_brain,putative_primary,right_cervical_nerve,NA,efferent,motor,neck_motor_neuron,neck_roll_motor_neuron,CvN3,CvN3,NA,NA,auto:WED158,NA,720575940628164612,NA,NA,NA,NA,720575940627372165,41384,2028339038,NA,NA,isomorphic,EFF_12,EFF_12,head-eye-antenna,NA,unknown,neck,sclerite_rotator_muscle,neck_roll,gaba,0.3112,NA,NA,837,2795.14,9265644288,1183,69,-1,-1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720575941457562694,NA,720575941457562694,720575941457562694,75015074695480807,"87744, 59440, 2222","350976,237760,99990",11532,NA,NA,NA,NA,"azevedo,REVIEW_MATCH_AN_DN,HAS_MANUAL_ANNOTATION,INVESTIGATE_RESOLVED",NA,"huston_lab,azevedo",right,neck connective (right),NA,NA,NA,NA,acetylcholine,acetylcholine,gaba,gaba,0.2529,0.3112,0.3112,NA,"huston_lab,azevedo",CvN3,NA,720575941553264211,77196368259241222,720575941553264211,77196368259241222,720575941553264211,NA,NA,NA,NA,NA,NA,77196368259241222,0.66,NA,0.47,NA,-0.98,NA,NA,NA,0.38,NA,NA,10554,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5029935266660352,NA,NA,"111589,72899,2575","446356, 291596, 115875",1492,1492,001492,720575941457562694,NA,NA,NA,FALSE,498faaeec7594eb1af1d548baefecba6@auth.local,2024-07-17T21:25:08Z,498faaeec7594eb1af1d548baefecba6@auth.local,2026-04-12T02:37:05Z,CvN3,gaba,neck_motor,-6.554713642097289,-3.578831787995545,12,CvN3,#51B07B,right,neck roll
720575941573751305,76143654930369281,"120586, 139668, 3175",720575941573751305,720575941573751305,73043925492826147,TRUE,FALSE,"azevedo,REVIEW_MATCH_AN_DN,HAS_MANUAL_ANNOTATION,INVESTIGATE_RESOLVED,DIFFICULT_MANC_TYPE,NOT_AN_DN",right,"120624, 139632, 3178","482496, 558528, 143010",MANC_vnc_NTct_UTct_T1_L,ventral_nerve_cord,TBD,left_cervical_nerve,T1,efferent,motor,neck_motor_neuron,neck_yaw_motor_neuron,CvNA2,NA,CvNA2,ADNM2 MN,NA,NA,NA,17653,NA,NA,112,NA,17717,NA,112,NA,isomorphic,EFF_12,EFF_12,head-eye-antenna,NA,unknown,neck,transverse_horizontal_2_muscle,neck_yaw,octopamine,0.3668,NA,NA,851,2769.91,7954046976,1980,68,-1,-1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720575941573751305,NA,720575941573751305,720575941573751305,76143654930351176,"120624, 139632, 3178","482496,558528,143010",11541,NA,NA,NA,NA,"azevedo,REVIEW_MATCH_AN_DN,HAS_MANUAL_ANNOTATION,INVESTIGATE_RESOLVED,DIFFICULT_MANC_TYPE,NOT_AN_DN",NA,"huston_lab,wilson_lab,azevedo",left,neck connective (left),NA,NA,glutamate,NA,gaba,gaba,octopamine,octopamine,0.3758,0.3668,0.3668,NA,"huston_lab,wilson_lab,azevedo","ADNM2, transverse_horizontal_2 CvN_A2",NA,720575941573355592,76847273652768948,720575941573355592,76847273652768948,720575941573355592,NA,NA,NA,NA,NA,NA,76847273652768948,0.65,NA,NA,NA,0.41,112,0.52,NA,NA,NA,NA,813696,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5511933676486656,NA,NA,"136531,143863,3645","546124, 575452, 164025",1501,1501,001501,720575941573751305,NA,NA,NA,FALSE,498faaeec7594eb1af1d548baefecba6@auth.local,2024-07-17T21:25:08Z,498faaeec7594eb1af1d548baefecba6@auth.local,2026-04-12T02:37:05Z,CvNA2,octopamine,neck_motor,-6.208609973884403,-3.4046460351268895,12,CvNA2,#51B07B,left,neck yaw
720575941455715053,75859293064515047,"112535, 53728, 739",720575941455715053,720575941455715053,72972800230424615,TRUE,FALSE,"azevedo,REVIEW_MATCH_AN_DN,HAS_MANUAL_ANNOTATION,INVESTIGATE_RESOLVED",right,"112544, 53664, 738","450176, 214656, 33210",ITO_midbrain_GNG,central_brain,MX12__prim,right_ventral_cervical_nerve,NA,efferent,motor,neck_motor_neuron,neck_yaw_motor_neuron,VCvN3,VCvN3,NA,NA,NA,NA,720575940620182181,NA,NA,NA,NA,720575940611939290,16554,1435950884,NA,NA,dimorphic,EFF_12,EFF_12,head-eye-antenna,NA,unknown,neck,oblique_horizontal_muscle,neck_yaw,glutamate,0.3587,NA,NA,788,2744.28,21550319616,1587,65,-1,-1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720575941455715053,NA,720575941455715053,720575941455715053,75859293064499291,"112544, 53664, 738","450176,214656,33210",786,NA,NA,NA,"was flagged as investigate; nothing wrong with neuron; it's just a neck motor neuron - HHY
","azevedo,REVIEW_MATCH_AN_DN,HAS_MANUAL_ANNOTATION,INVESTIGATE_RESOLVED",NA,"huston_lab,wilson_lab,azevedo",NA,NA,NA,NA,acetylcholine,NA,glutamate,serotonin,glutamate,glutamate,0.3248,0.3587,0.3587,NA,"huston_lab,wilson_lab,azevedo",oblique_horizontal VCvN,NA,720575941514963811,76492474256008533,720575941514963811,76492474256008533,720575941514963811,NA,NA,NA,NA,NA,NA,76492474256008533,0.62,720575940626399588,0.54,NA,-1.06,NA,NA,NA,0.04,NA,NA,12631,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5864927777521664,NA,NA,"99968,58939,1573","399872, 235756, 70785",1535,1535,001535,720575941455715053,NA,NA,NA,FALSE,498faaeec7594eb1af1d548baefecba6@auth.local,2024-07-17T21:25:08Z,498faaeec7594eb1af1d548baefecba6@auth.local,2026-04-12T02:37:05Z,VCvN3,glutamate,neck_motor,-5.960400497413455,-3.557069416932311,12,VCvN3,#51B07B,right,neck yaw
720575941514963811,76492474256008533,"129438, 49231, 438",720575941514963811,720575941514963811,73113537584562711,TRUE,FALSE,"TRACING_ISSUE_RESOLVED,azevedo,REVIEW_MATCH_AN_DN,HAS_MANUAL_ANNOTATION,INVESTIGATE_RESOLVED",left,"129488, 49248, 438","517952, 196992, 19710",ITO_midbrain_GNG,central_brain,MX12__prim,left_ventral_cervical_nerve,NA,efferent,motor,neck_motor_neuron,neck_yaw_motor_neuron,VCvN3,VCvN3,NA,NA,NA,NA,720575940628372613,NA,NA,NA,NA,720575940638109668,13388,1375872827,NA,NA,dimorphic,EFF_12,EFF_12,head-eye-antenna,NA,unknown,neck,oblique_horizontal_muscle,neck_yaw,acetylcholine,0.3562,NA,NA,751,2671.62,12707747584,1640,120,-1,-1,130,1393799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720575941514963811,NA,720575941514963811,720575941514963811,76492474256008567,"129488, 49248, 438","517952,196992,19710",807,NA,NA,NA,NA,"TRACING_ISSUE_RESOLVED,azevedo,REVIEW_MATCH_AN_DN,HAS_MANUAL_ANNOTATION,INVESTIGATE_RESOLVED",NA,"huston_lab,wilson_lab,azevedo",NA,NA,NA,NA,acetylcholine,NA,glutamate,acetylcholine,acetylcholine,acetylcholine,0.2595,0.3562,0.3562,NA,"huston_lab,wilson_lab,azevedo",oblique_horizontal VCvN,NA,720575941455715053,75859293064515047,720575941455715053,75859293064515047,720575941455715053,NA,NA,NA,NA,NA,NA,75859293064515047,0.64,720575940628372613,0.2,NA,-1.05,NA,NA,NA,-0.09,NA,NA,12173,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5604747491934208,NA,NA,"139332,58265,1756","557328, 233060, 79020",1547,1547,001547,720575941514963811,NA,NA,NA,FALSE,498faaeec7594eb1af1d548baefecba6@auth.local,2024-07-17T21:25:08Z,498faaeec7594eb1af1d548baefecba6@auth.local,2026-04-12T02:37:05Z,VCvN3,acetylcholine,neck_motor,-6.063670551276978,-3.5323618611614385,12,VCvN3,#51B07B,left,neck yaw
720575941731588651,76776904774186703,"137634, 138551, 2609",720575941731588651,720575941731588651,73184594127487710,TRUE,FALSE,"azevedo,REVIEW_MATCH_AN_DN,HAS_MANUAL_ANNOTATION,INVESTIGATE_RESOLVED,DIFFICULT_MANC_TYPE,NOT_AN_DN",left,"137568, 138608, 2596","550272, 554432, 116820",MANC_vnc_NTct_UTct_T1_L,ventral_nerve_cord,16B,left_dorsal_prothoracic_nerve,T1,efferent,motor,neck_motor_neuron,neck_motor_neuron,DProN7,NA,DProN7,MNnm14,NA,NA,NA,153756,NA,NA,NA,NA,22710,NA,115,NA,isomorphic,EFF_12,EFF_12,head-eye-antenna,NA,unknown,neck,neck_muscle,NA,glutamate,0.879,glutamate,NA,785,2751.65,15277915136,1968,265,-1,-1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720575941731588651,NA,720575941731588651,720575941731588651,76776904774155997,"137568, 138608, 2596","550272,554432,116820",11582,NA,NA,NA,NA,"azevedo,REVIEW_MATCH_AN_DN,HAS_MANUAL_ANNOTATION,INVESTIGATE_RESOLVED,DIFFICULT_MANC_TYPE,NOT_AN_DN",NA,"huston_lab,wilson_lab,azevedo",NA,NA,NA,NA,NA,NA,glutamate,glutamate,glutamate,glutamate,0.8707,0.879,0.879,NA,"huston_lab,wilson_lab,azevedo",DProN_d,NA,720575941435429676,76354760894663377,720575941435429676,76354760894663377,720575941435429676,NA,NA,NA,NA,NA,NA,76354760894663377,0.57,NA,NA,NA,0.41,NA,0.53,NA,NA,NA,NA,806489,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5448937579216896,NA,NA,"137568,138608,2596","550272, 554432, 116820",1585,1585,001585,720575941731588651,NA,NA,NA,FALSE,498faaeec7594eb1af1d548baefecba6@auth.local,2024-07-17T21:25:08Z,498faaeec7594eb1af1d548baefecba6@auth.local,2026-04-12T02:37:05Z,DProN7,glutamate,neck_motor,-6.415294086433232,-3.466491099290099,12,DProN7,#51B07B,left,neck
720575941478578511,76706467243633363,"135595, 136748, 2431",720575941478578511,720575941478578511,73184594060378317,TRUE,FALSE,"azevedo,REVIEW_MATCH_AN_DN,HAS_MANUAL_ANNOTATION,INVESTIGATE_RESOLVED,LR_TYPE_CONFLICT,DIFFICULT_MANC_TYPE,NOT_AN_DN,BANC_PNG_MATCH_WRONG",left,"135680, 136800, 2428","542720, 547200, 109260",MANC_vnc_NTct_UTct_T1_L,ventral_nerve_cord,16B,left_dorsal_prothoracic_nerve,T1,efferent,motor,neck_motor_neuron,neck_motor_neuron,DProN6,NA,DProN6,FNM2,NA,NA,NA,24975,NA,NA,102,NA,17717,NA,102,NA,isomorphic,EFF_12,EFF_12,head-eye-antenna,NA,unknown,neck,neck_muscle,NA,gaba,0.5125,glutamate,NA,783,2571.97,14952981760,2121,43,-1,-1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720575941478578511,NA,720575941478578511,720575941478578511,76706467243614704,"135680, 136800, 2428","542720,547200,109260",11580,NA,NA,NA,NA,"azevedo,REVIEW_MATCH_AN_DN,HAS_MANUAL_ANNOTATION,INVESTIGATE_RESOLVED,LR_TYPE_CONFLICT,DIFFICULT_MANC_TYPE,NOT_AN_DN,BANC_PNG_MATCH_WRONG",NA,"huston_lab,wilson_lab,azevedo",NA,NA,NA,NA,NA,NA,gaba,NA,gaba,NA,0,0.5125,0,NA,"huston_lab,wilson_lab,azevedo",DProN_d,NA,720575941435429676,76354760894663377,720575941435429676,76354760894663377,720575941435429676,NA,NA,NA,NA,NA,NA,76354760894663377,0.52,NA,NA,NA,0.36,102,0.51,NA,NA,NA,NA,928688,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5289569235763200,NA,NA,"162109,134977,2676","648436, 539908, 120420",1601,1601,001601,720575941478578511,NA,NA,NA,FALSE,498faaeec7594eb1af1d548baefecba6@auth.local,2024-07-17T21:25:08Z,498faaeec7594eb1af1d548baefecba6@auth.local,2026-04-12T02:37:05Z,DProN6,glutamate,neck_motor,-6.336895381904426,-3.4544674119274283,12,DProN6,#51B07B,left,neck
